a_cup	一杯
survival	生存

survival_horror	生存恐怖

survivor	幸存者

suspect	疑似

suspension	悬挂

suspension_bridge	吊桥

suspicion	怀疑

sustainable_development	可持续发展

swan	天鹅

swan_song	绝唱

swap	交换

swat	扑打

sway	摇摆

sweat	流汗

sweep	扫

sweeping	笼统的

sweet	甜

sweet_bread	甜面包

sweet_william	甜蜜的威廉

swift	迅速

swift_boat	快艇

swim	游泳

swimmer	游泳者

swimming	游泳的

swimming_pool	游泳池

swine	猪

swine_flu	猪流感

swing	摇摆

swing_bridge	吊桥

swing_state	摇摆状态

swing_vote	摇摆投票

swing_voter	摇摆选民

swinging	摆荡

switch	开关

switch_hitter	开关击球手

switching	交换

sword	剑

symbol	符号

symbolic_link	符号链接

sympathy	同情

symphony	交响乐

symphony_orchestra	交响乐团

synagogue	会堂

syndicate	辛迪加

syndrome	综合征

synthetic	合成的

system	系统

system_architecture	系统架构

system_software	系统软件

table	表

table_cloth	台布

table_mountain	桌山

table_salt	食盐

table_talk	座谈会

table_tennis	乒乓球

table_wine	餐酒

tabloid	小报

tackle	滑车

tactic	战术

tactics	策略

tag	标签

tag_line	标语

tag_team	标签小组

tail	尾巴

tail_call	尾声

tail_end	尾部

take	采取

takeover	接管

takeover_bid	收购要约

taking	服用

tale	故事

talent	天赋

talk	谈论

talk_radio	谈话广播

talk_show	脱口秀

talking	说

talking_head	说话的头

talking_point	谈话要点

tall_ship	高大的船舶

tally	相符

tan	黄褐色

tang	唐

tank	罐

tank_engine	坦克发动机

tank_top	背心

tanker	油船

tanker_aircraft	油轮飞机

tap	龙头

tap_dance	踢踏舞

tap_water	自来水

tape	胶带

tape_deck	胶带座

tape_delay	磁带延迟

tape_drive	磁带机

tape_library	磁带库

tape_measure	卷尺

target	目标

target_audience	目标观众

target_cell	靶细胞

target_group	目标组

target_language	目标语言

target_market	目标市场

tariff	关税

task	任务

task_force	专案组

tass	塔斯社

taste	味道

tax	税

tax_assessment	纳税评估

tax_break	减税

tax_collector	收税员

tax_haven	避税天堂

tax_incentive	税收激励

tax_rate	税率

tax_reduction	减税

tax_return	退税

tax_revenue	税收

tax_shelter	避税所

tax_stamp	税票

taxation	税收

taxes	税

taxi	出租车

taxi_driver	出租车司机

taxpayer	纳税人

tea	茶

tea_bag	茶包

tea_ceremony	敬茶礼仪

tea_house	茶馆

tea_leaf	茶叶

tea_party	茶会

tea_room	茶室

tea_set	茶具

tea_shop	茶馆

tea_tree	茶树

teacher	老师

teaching	教学

teaching_hospital	教学医院

teachings	教导

team	球队

team_player	有团队精神的人

team_pursuit	团队追求

team_sport	团队运动

teammate	队友

tear	眼泪

teaspoon	茶匙

tech	高科技

tech_support	技术支持

technical	技术

technical_analysis	技术分析

technical_support	技术支援

technical_term	技术术语

technique	技术

technology	技术

technology_transfer	技术转让

ted	摊晒

tee	开球

teen	青少年

teenage	青少年

teenager	青少年

tel	联系电话

telecom	电信

telecommunications	电信

telegram	电报

telegraph	电报

telegraph_line	电报线

telephone	电话

telephone_book	电话簿

telephone_booth	电话亭

telephone_box	电话亭

telephone_call	打电话

telephone_conference	电话会议

telephone_exchange	电话交换

telephone_line	电话线

telephone_number	电话号码

telephone_operator	电话接线员

telephone_pole	电线杆

telescope	望远镜

television	电视

television_channel	电视频道

television_network	电视网

television_personality	电视人物

television_program	电视节目

television_series	电视连续剧

television_set	电视机

television_station	电视台

tell	告诉

telling	告诉

temperature	温度

temple	寺庙

temporary	临时

ten	十

tendency	趋势

tender	投标

tennis	网球

tennis_ball	网球

tennis_club	网球俱乐部

tennis_court	网球场

tennis_elbow	网球肘

tennis_player	网球选手

tennis_shoe	网球鞋

tenor	男高音

tense	紧张

tension	张力

tent	帐篷

tentative	试验

tenth_century	十世纪

tenth_grade	十年级

tenure	保有

term	术语

term_limit	期限

term_paper	学期论文

terminal	终奌站

termination	终止

terminology	术语

terminus	总站

terrain	地形

territorial	领土的

territory	领土

terror	恐怖

terror_bird	恐怖鸟

terrorism	恐怖主义

terrorist	恐怖分子

terrorists	恐怖分子

terry	特里

test	测试

test_bed	试验台

test_bench	试验台

test_card	测试卡

test_case	测试用例

test_drive	试驾

test_firing	试射

test_paper	试卷

test_pattern	测试图案

test_site	测试地点

test_tube	试管

testament	遗嘱

testimony	见证

testing	测试

texas	德州

text	文本

text_adventure	文字冒险

text_box	文本框

text_editor	文本编辑器

text_file	文本文件

text_link	文字连结

text_message	短信

textile	纺织品

thank	谢谢

thanks	谢谢

thanksgiving	感恩

the_thing	事情

theater	剧院

theatre	剧院

theatrical	戏剧

theatrical_film	戏剧电影

theft	盗窃

theme	主题

theme_park	主题公园

theme_song	主题曲

theology	神学

theorem	定理

theorist	理论家

theory	理论

therapy	治疗

thermal	热

thermal_energy	热能

thesis	论文

thick	厚

thieves	盗贼

thigh	大腿

thin	瘦

thin_air	稀薄的空气

thing	事情

think	认为

think_tank	智囊团

thinking	思维

third_baseman	三垒手

third_class	第三类

third_eye	第三只眼睛

third_man	第三人

third_party	第三方

third_way	第三路

third_world	第三世界

thirty	三十

thought	思想

thought_experiment	思想实验

thought_police	思想警察

thought_process	思考过程

threat	威胁

three	三

threshold	阈

thriller	惊悚片

throat	喉

throne	王座

throne_room	金銮殿

throw	扔

thrower	运动员

thrust	推力

thumb	拇指

thumb_drive	拇指驱动器

thunder	雷

thunder_god	雷电之神

ticket	票

ticket_machine	售票机

ticket_office	售票处

tide	浪潮

tide_mill	潮汐磨

tie	领带

tie_rod	拉杆

tier	一线

tiger	虎

tiger_bread	老虎面包

tiger_economy	老虎经济

tiger_moth	虎蛾

tiger_team	老虎队

tight_end	紧端

tightening	紧缩

till	直到

timber	木材

time	时间

time_ball	时间球

time_bill	时间表

time_bomb	定时炸弹

time_clock	时钟

time_code	时间码

time_delay	时间延迟

time_deposit	定期存款

time_difference	时间差异

time_frame	大体时间

time_horizon	时间范围

time_interval	时间间隔

time_limit	时限

time_line	时间线

time_machine	时间机器

time_management	时间管理

time_preference	时间偏好

time_scale	时间尺度

time_series	时间序列

time_sheet	时间表

time_signal	时间信号

time_signature	拍号

time_slot	时隙

time_standard	时间标准

time_table	时间表

time_travel	时间旅行

time_trial	计时赛

time_work	兼职工作

time_zone	时区

timeline	时间线

timetable	时间表

timing	定时

timing_belt	同步带

timothy	蒂莫西

tin	锡

tin_can	锡罐

tin_man	锡人

tip	小费

tip_sheet	小费表

tire	累

tissue	组织

tissue_culture	组织培养

tissue_engineering	组织工程

tissue_paper	卫生纸

title	标题

title_character	标题字符

title_page	封面

title_track	标题轨道

tobacco	烟草

tobacco_pipe	烟斗

today	今天

todd	托德

toe	脚趾

toilet	厕所

toilet_paper	卫生纸

toilet_seat	马桶座圈

toilet_training	厕所训练

toledo	托莱多

tolerance	公差

toll	收费

toll_booth	收费站

toll_bridge	收费桥

toll_plaza	收费广场

toll_road	收费路

tom	汤姆

tomato	番茄

tomb	墓

tommy	汤米

tomorrow	明天

ton	吨

tone_poem	口气诗

tone_scale	音阶

tongue	舌

tonight	今晚

tony	托尼

tool	工具

top	最佳

top_gear	最高档

top_gun	壮志凌云

topic	话题

topic_sentence	主题句

topping	配料

torch	火炬

tornado	龙卷风

torpedo	鱼雷

torture	拷打

toss	折腾

total	总

total_war	全面战争

touch	触摸

touch_football	足球

touch_panel	触控面板

touch_screen	触摸屏

touchdown	接地

tough	强硬

tour	游览

tour_bus	旅游巴士

tour_guide	导游

tour_match	巡回赛

tour_operator	旅行社

touring_car	旅游车

touring_company	旅游公司

touring_side	巡回演出

tourism	旅游

tourist	游客

tourist_office	旅游办事处

tourist_trap	游客陷阱

tourist_visa	旅游签证

tournament	比赛

tower	塔

town	镇

town_car	市政车

town_clerk	镇务员

town_hall	市政厅

town_house	联排别墅

town_planning	城市规划

town_square	城镇广场

township	乡

toy	玩具

toy_shop	玩具店

toy_soldier	玩具士兵

trace	跟踪

trace_element	微量元素

track	跟踪

track_bike	履带车

track_cycling	赛道骑行

track_lighting	轨道照明

track_record	跟踪记录

trade	贸易

trade_balance	贸易平衡

trade_card	贸易卡

trade_deal	贸易交易

trade_deficit	贸易赤字

trade_dispute	贸易纠纷

trade_dress	商业着装

trade_fair	交易会

trade_magazine	商业杂志

trade_mark	商标

trade_name	商品名

trade_route	商路

trade_secret	商业秘密

trade_show	贸易展览会

trade_surplus	贸易顺差

trade_union	贸易同盟

trade_war	贸易战

trade_wind	季风

trademark	商标

trader	商人

trading_card	贸易卡

trading_floor	交易大厅

trading_partner	贸易伙伴

trading_post	交易站

tradition	传统

traditional_art	传统艺术

traffic	交通

traffic_circle	交通圈

traffic_jam	交通阻塞

traffic_light	红绿灯

traffic_sign	交通标志

traffic_signal	交通信号灯

traffic_ticket	交通票

traffic_violation	交通违规

trafficking	贩卖

tragedy	悲剧

tragic	悲惨

trail	落后

trailer	预告片

trailer_park	拖车停车场

trailer_truck	拖车

trails	步道

train	培养

train_station	火车站

train_track	火车轨道

train_wreck	火车失事

trainer	训练者

training	训练

training_wheel	训练轮

trans_fat	反式脂肪

trans_woman	跨女人

transaction	交易

transaction_data	交易数据

transfer	传递

transfer_agent	转移代理

transfer_function	转换功能

transfer_list	转会名单

transfer_payment	转移支付

transfer_rate	传输速率

transfer_window	转移窗口

transform	转变

transformation	转型

transgression	愆

transit	过境

transition	过渡

transition_metal	过渡金属

transition_state	过渡态

transition_temperature	转变温度

transition_zone	过渡带

translate	翻译

translation	翻译

translator	翻译者

transmission	传输

transmission_line	传输线

transmission_medium	传输介质

transparency	透明度

transplant	移植

transport	运输

transport_ship	运输船

transportation	运输

trap	陷阱

trap_door	活板门

trash	垃圾

trash_can	垃圾箱

trauma	外伤

travel	旅行

travel_agency	旅行社

travel_agent	旅行社

travel_document	旅行证件

traveler	旅客

traveling	旅行

travelling	旅行

treason	叛逆

treasure	宝藏

treasurer	出纳员

treasury	金库

treat	对待

treatment	治疗

treaty	条约

tree	树

tree_farm	林场

tree_house	树屋

tree_line	树线

tree_ring	年轮

tree_stand	树架

tree_trunk	树干

trek	跋涉

trend	趋势

trend_line	趋势线

tri	三

trial	审讯

trial_balance	试用余额

trial_balloon	试用气球

trial_run	试运行

triangle	三角形

tribal	部落的

tribe	部落

tribunal	法庭

tribune	论坛

tributary	支流

tribute	贡

tribute_band	致敬乐队

trick	特技

trigger	触发

triggering	触发

trilogy	三部曲

trim	修剪

trinity	三位一体

trio	三人

trip	旅

trip_hop	跳跳

triple	三倍

triple_crown	三冠王

tripoli	的黎波里

triumph	胜利

troop	部队

trophy	杯

trophy_wife	贵族夫人

tropical	热带

tropical_cyclone	热带气旋

tropical_depression	热带低气压

tropical_disease	热带病

tropical_storm	热带风暴

trouble	麻烦

trouble_maker	麻烦制造者

trouble_spot	麻烦点

troy_ounce	金衡盎司

troy_weight	金衡重量

truce	休战

truck	卡车

truck_driver	卡车司机

truck_stop	卡车停靠站

true	真正

trump	王牌

trump_card	王牌

trunk	树干

trust	信任

trust_fund	信托基金

trust_territory	信任领地

trustee	受托人

truth	真相

truth_drug	真药

truth_function	真函数

truth_table	真值表

truth_value	真值

try	尝试

tsunami	海啸

tube	管

tube_well	管井

tuberculosis	结核

tucker	塔克

tuition	学费

tumor	瘤

tuna	金枪鱼

tune	调

tung	桐油

tung_oil	桐油

tunnel	隧道

tunnel_broker	隧道经纪人

tunnel_vision	管视角

turf	草皮

turf_war	地盘战争

turkey	火鸡

turmoil	动荡

turn	转

turnaround	回转

turner	车工

turning	车削

turning_point	转折点

turnout	结果发现

turnover	周转

twelve	十二

twenty	二十

twin	双胞胎

twist	捻

twitter	推特

two	二

tycoon	巨头

type	类型

type_species	类型种类

type_system	类型系统

typhoon	台风

ugly	丑陋

ulster	阿尔斯特

ultimate	最终

ultra	超

umbrella	雨伞

umbrella_body	伞身

umbrella_company	伞公司

umbrella_organisation	伞组织

umbrella_organization	伞组织

umbrella_term	总称

umpire	裁判

uncertainty	不确定

uncertainty_principle	不确定性原则

uncle	叔叔

unconscious	无意识

undercover	秘密

undergraduate	大学本科

underground	地下

underneath	下

undersecretary	副国务卿

understanding	理解

undertaking	承诺

underwater	水下

underway	进行

unemployed	失业的

unemployment	失业

unemployment_benefit	失业补助

unemployment_insurance	失业保险

unification	统一

uniform	制服

union	联盟

union_job	工会工作

unique	独特

unit	单元

unit_circle	单位圆

unit_cost	单位成本

unit_fraction	单位分数

unit_operation	单元操作

unit_price	单价

unit_test	单元测试

unit_testing	单元测试

unit_vector	单位向量

unity	统一

universal	普遍

universe	宇宙

university	大学

unknown	未知

unrest	动荡

upbeat	乐观

update	更新

upgrade	升级

upheaval	动荡

upper	上

upper_chamber	上室

upper_class	上流

upper_house	上议院

uprising	起义

upset	烦乱

upside	上边

uranium	铀

urban_exploration	城市探索

urban_legend	都市传奇

urban_planning	城市规划

urge	敦促

urgency	急

usage	用法

use	采用

use_case	用例

user	用户

user_agent	用户代理

user_experience	用户体验

user_group	用户组

user_name	用户名

utility	效用

utility_function	实用功能

utility_knife	工具刀

utility_man	实用人

utility_player	效用播放器

utility_pole	电线杆

utility_program	实用程序

vacation	假期

vacation_day	假期

vacation_home	度假屋

vacationer	游客

vaccine	疫苗

vacuum	真空

vacuum_energy	真空能

vague	模糊

vale	谷

valencia	瓦伦西亚

valentine	情人节

valet	代客

valley	谷

valley_fever	谷热

valley_girl	山谷女孩

valuable	有价值

value	值

value_judgment	价值判断

value_proposition	价值主张

value_system	价值体系

value_theory	价值理论

values	值

valve	阀

vampire	吸血鬼

van	面包车

vanguard	前锋

variable	变量

variant	变种

variation	变异

variations	变化

variety	品种

variety_show	综艺节目

variety_store	杂货店

vary	变化

vault	拱顶

vector	向量

vector_field	向量场

vector_space	向量空间

vegetable	蔬菜

vegetable_oil	植物油

vegetation	植被

vehicle	车辆

velocity	速度

venture	冒险

venture_capital	风险投资

venue	会场

venus	金星

vera	维拉

verbal	口头

verdict	判决书

verge	边缘

verification	验证

verse	诗

version	版

vertebrate	脊椎动物

vertical	垂直

vessel	容器

veteran	老将

veterinary	兽医

veto	否决

via	通过

vice	副

vice_admiral	副海军上将

vice_chairman	副主席

vice_director	副导演

vice_presidency	副总统

vice_president	副总统

vice_squad	副班长

vicinity	附近

victim	受害者

victor	胜利者

victoria	维多利亚

victory	胜利

victory_garden	胜利花园

victory_lane	胜利车道

victory_lap	胜利圈

video	视频

video_camera	摄像机

video_card	显卡

video_chat	视讯通讯

video_conference	视频会议

video_game	电子游戏

video_jockey	视频骑师

video_journalist	视频记者

video_nasty	视频讨厌

video_recording	视频录制

video_referee	视频裁判

videotape	录影带

view	视图

view_camera	查看相机

view_model	查看模型

viewer	观众

viewing	观看

villa	别墅

village	村

village_green	乡村绿色

village_hall	村公所

vincent	文森特

vintage	酿酒

vinyl	乙烯基

vinyl_record	黑胶唱片

violation	违反

violence	暴力

violin	小提琴

virgin	处女

virtual	虚拟

virtual_machine	虚拟机

virtual_reality	虚拟现实

virtue	美德

virus	病毒

visa	签证
